Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
TCGA-BC-A10S-01,0.060716249,0,0,0.070847943,0,0.187464385,0,0.005647781,0.036265094,0,0.025266925,0.024427919,0.011197605,0.014071104,0.022220745,0.52389075,0,0,0.0179835,0,0,0,0.55,0.007854542,1.109384815
TCGA-DD-A11C-11,0.006319287,0.01125551,0.008107056,0.078133589,0,0.208087928,0,0.023245114,0,0,0.036025109,0.031764163,0.049200969,0,0.035367061,0.324108887,0,0,0.188385327,0,0,0,0.89,-0.029410843,1.099746835
TCGA-BC-A10Q-11,0,0.013088588,0.005738597,0,0,0.350916598,0,0.026143108,0,0,0.12898672,0.034195036,0.053756783,0.09491967,0.026083162,0.084202157,1.23E-05,0,0.172884064,0,0,0.009073224,0.71,-0.004947063,1.099877686
TCGA-LG-A9QD-01,0.126587483,0,0,0.133507433,0,0.181108334,0,0.003791955,0.058772945,0,0.015551696,0.022268599,0.012842409,0,0.147849566,0.235881476,0,0,0.061838104,0,0,0,0.95,-0.03886973,1.118704708
TCGA-DD-A3A1-01,0,0,0.012959398,0.079553199,0,0.083131649,0,0.050971425,0.042620732,0,0,0.046121452,0,0.079628738,0.028989533,0.467094993,0,0,0.050390439,0,0,0.058538442,0.59,0.004198305,1.109726343
TCGA-DD-AACZ-01,0.041204965,0,0.033308019,0.081768255,0,0.149908021,0.000834033,0.026852258,0.019567686,0,0.032771275,0,0.052717592,0.066224036,0.046087888,0.391586308,0.005819168,0,0.051350497,0,0,0,0.07,0.18362964,1.015390314
TCGA-CC-A7IK-01,0.092228105,0,0.051694344,0.028635884,0.076805365,0,0,0.026087177,0.015649764,0,0.121445039,0.035318337,0.065124501,0.051416648,0.078683471,0.25905288,0,0,0.095368394,0,0.002490091,0,0.9,-0.030234848,1.093694593
TCGA-DD-AADO-01,0.003492537,0,0.052303726,0.209417779,0,0.114446774,0,0.086799353,0.070695068,0,0,0.041703291,0.013188595,0.152119725,0.040105781,0.192364212,0,0,0.02336316,0,0,0,0.34,0.040479198,1.08215855
TCGA-CC-A7II-01,0.084544632,0,0.006327497,0,0,0.186223997,0,0.022930612,0.13667816,0,0.003299631,0.105116125,0.028591159,0.275763108,0,0.096719941,0,0,0.035431277,0,0.018373861,0,0.36,0.034820604,1.091877441
TCGA-RC-A6M3-01,0.060893591,0,0,0.127655953,0,0.142267924,0,0.124973452,0.009784989,0,0.072172425,0.015903874,0.011465088,0.068804736,0.04152898,0.32051152,0,0,0.004037469,0,0,0,0.76,-0.013698537,1.106577435
TCGA-DD-A39W-11,0.004843378,0.000279585,0.006732904,0,0,0.359033744,0,0.020819288,0.02213877,0,0.020988086,0.083815572,0.045612965,0.011226765,0.02530292,0.197997692,0,0,0.199554806,0,0,0.001653525,0.86,-0.024641724,1.105232697
TCGA-DD-AAW1-01,0.00133897,0.01386727,0.019235569,0.070056438,0,0.215389947,0,0.040630725,0.009750731,0,0,0.091001198,0.110841116,0.133805857,0.036401808,0.021652739,0.005883235,0,0.212947605,0,0.00328747,0.01390932,0.47,0.02465319,1.080542856
TCGA-NI-A8LF-01,0.141286245,0,0,0.08044842,0,0.062650524,0,0,0.13399468,0,0.056284329,0.005193675,0.043954214,0,0.049344137,0.356609129,0,0,0.070234648,0,0,0,0.91,-0.033072622,1.098529582
TCGA-FV-A23B-01,0.059662982,0,0,0.094473665,0,0.184696232,0,0.040977843,0.05878294,0,0.046352331,0.004785032,0.037443261,0,0.084831778,0.321898834,0.043727084,0,0.022368018,0,0,0,0.75,-0.012005946,1.096514881
TCGA-DD-AADC-01,0.016144302,0,0,0,0,0.217225655,0,0.099737897,0.049201636,0,0.058747501,0.029784552,0.025027456,0.176741911,0.059206406,0.096950411,0,0,0.171232273,0,0,0,0.56,0.006333828,1.086853703
TCGA-G3-A3CJ-01,0.052244107,0,0.004829516,0,0,0.061628618,0,0.081192074,0.070712809,0.065869853,0.030317797,0,0.046846562,0.131275779,0.053273742,0.243132405,0,0,0.158676737,0,0,0,0.5,0.018046033,1.076652375
TCGA-ZP-A9D1-01,0.104919878,0,0,0.061260061,0,0.323231588,0,0.002534294,0.108960586,0,0.026127565,0.038571727,0.009739931,0.06356005,0.04286822,0.180708034,0,0,0.036516823,0,0,0.001001244,0.77,-0.015261175,1.105338357
TCGA-DD-A73C-01,0.066877863,0,0,0.125949047,0,0.06351231,0,0.014143056,0.030033977,0,0.133485125,0.002880716,0.036066736,0.042853537,0.039470074,0.374153316,0,0,0.070574241,0,0,0,0.85,-0.023151066,1.106432459
TCGA-CC-A9FU-01,0.043198971,0,0.057762547,0.11274335,0,0.15792848,0,0.048792866,0.066602797,0,0.004157663,0.05041385,0.002472475,0.136369285,0.043657632,0.159901512,0,0,0.115998573,0,0,0,0.81,-0.020693746,1.090039336
TCGA-G3-A25X-01,0.00171119,0.006384003,0,0.088302979,0,0.151069234,0,0.025405811,0.082271514,0,0,0.08213729,0.020591239,0.030534429,0.02454959,0.389507693,0,0,0.081073306,0,0,0.01646172,0.12,0.115478084,1.049681777
TCGA-DD-AACP-01,0.007234517,0.02063376,0,0,0,0.272948628,0,0.016536175,0.138071282,0,0.08662398,0.02445567,0.055946186,0.265817593,0.019473983,0,0,0,0.092258226,0,0,0,0.48,0.023090272,1.092738791
TCGA-UB-A7MB-01,0.02693413,0,0.000754575,0.101157124,0,0.220633066,0,0.088990426,0.002144938,0,0,0.137866285,0.065399006,0.121559374,0.022198163,0.024504113,0,0,0.148577628,0,0,0.039281172,0.76,-0.012345685,1.111878271
TCGA-DD-AADG-01,0.097307317,0,0.041503534,0.166658419,0,0.0357741,0,0.11056109,0,0,0.042435583,0.076872155,0.045734268,0.057907362,0.084857512,0.148831241,0,0,0.091557419,0,0,0,0.51,0.015908045,1.082503081
TCGA-RC-A6M6-01,0.023060705,0,0.017290854,0.01110019,0,0.201048901,0,0.050902654,0.25693417,0,0.023875464,0,0.090010433,0.262411781,0,0.044351767,0.003355997,0,0.015657083,0,0,0,0.5,0.02012885,1.098985579
TCGA-DD-A4NH-01,0,0,0,0.024746201,0,0.194859079,0,0.006021349,0.096285495,0,0,0.073121653,0,0.305550203,0.001346976,0,0.024322301,0,0.052425346,0,0,0.221321398,0.08,0.137103974,1.072448015
TCGA-EP-A12J-01,0,0,0.066091905,0.100632472,0,0.169569243,0,0.004977048,0,0,0,0.159288616,0.187651535,0.070141893,0.10737478,0,0,0.004993092,0.129279417,0,0,0,0.55,0.009728956,1.102782614
TCGA-CC-5262-01,0.014030972,0,0,0.109533964,0,0.088945759,0,0.020622794,0.067421903,0,0,0.043445407,0,0.164220704,0.050328092,0.210834897,0,0,0.139652249,0,0,0.090963259,0.12,0.113910409,1.047371319
TCGA-ZS-A9CD-01,0.043015914,0,0.002061527,0.008657676,0,0.274073748,0,0.021368847,0.006064447,0,0,0.023258171,0.021922319,0.072733351,0.119718827,0.308900351,0,0,0.066827943,0,0,0.031396876,0.4,0.030797274,1.084979191
TCGA-DD-AAE9-01,0,0,0,0,0,0.214509539,0,0.161990956,0.00644518,0,0.02900698,0.076941276,0.022213116,0.204009668,0.054216253,0,0.010880101,0,0.21978693,0,0,0,0.46,0.026761584,1.090253792
TCGA-BD-A2L6-01,0.000719662,0,0.000777824,0,0,0.419492291,0,0.014475953,0.04203526,0,0.046557318,0.004740644,0.028077695,0.079101258,0.073467511,0.095858912,0.00731972,0,0.187375951,0,0,0,0.8,-0.018191714,1.103409721
TCGA-DD-AAEI-01,0.004072329,0,0.001763034,0.089671159,0,0.146949922,0,0.019419719,0.082533153,0,0,0.024198054,0.031044357,0.041457987,0.049925401,0.268103579,0.005932315,0,0.234928992,0,0,0,0.59,0.004096815,1.087686357
TCGA-2Y-A9H3-01,0,0.011558552,0.07176225,0.113490199,0,0.214826788,0,0.018987308,0.033067027,0,0.003729916,0.046744016,0.034398599,0.02137586,0.043031615,0.147871574,0,0,0.239156297,0,0,0,0.17,0.091354926,1.049170064
TCGA-2Y-A9GV-01,0.014306866,0,0.047485831,0,0,0.245734065,0,0.082613688,0.020894276,0,0.090286161,0,0.052840164,0,0.025949108,0.36145076,0,0,0.058439081,0,0,0,0.75,-0.011034424,1.089715979
TCGA-DD-AADS-01,0.012331217,0,0,0.169309749,0,0.031409367,0,0.075806904,0.086527983,0,0.004818015,0.006781575,0.126596265,0.060970054,0.100446956,0.253961818,0.008282819,0,0.062757278,0,0,0,0.46,0.02572023,1.080195722
TCGA-DD-A114-01,0.032368238,0,0.014312406,0.098582062,0,0.135341505,0.003800312,0.098538191,0.053488877,0,0.023835046,0.01156619,0.040594952,0.173384833,0.148215779,0.111894253,0.0059459,0,0.048131456,0,0,0,0.01,0.313194261,0.960855688
TCGA-DD-A39Z-01,0.040970801,0,0,0.145962219,0,0.199373775,0,0.088759781,0.072963314,0,0.01875782,0.100354071,0.024052723,0,0.065901245,0.187861512,0,0,0.05504274,0,0,0,0.87,-0.025132167,1.123420377
TCGA-UB-A7MA-01,0.096871185,0,0,0.086423062,0,0.199995332,0,0.083102708,0.085278056,0,0,0.053114705,0.061217287,0.030458265,0.034691341,0.224251627,0,0.000608,0.028009905,0,0,0.015978528,0.88,-0.026651047,1.101754191
TCGA-EP-A2KB-01,0.046293939,0,0.002610395,0.162617921,0,0.188499058,0,0.090642469,0.013341841,0,0.001029125,0.044558456,0.024334626,0.069949835,0.074903634,0.266080591,0,0,0.01513811,0,0,0,0.9,-0.030402706,1.113906857
TCGA-DD-AAEA-01,0.041569313,0,0,0.030656382,0,0.168611915,0,0.122312169,0.010541132,0.033248184,0,0.013905873,0,0.228764094,0.166788024,0.047546328,0,0,0.135547376,0,0,0.000509209,0.14,0.095256904,1.068534211
TCGA-UB-AA0V-01,0.004842835,0.010843361,0,0.006138478,0,0.323626733,0,0.018477277,0.002837518,0,0.06114166,0.074606959,0.066169634,0.037748133,0.058564635,0.162228283,0.007984276,0,0.157521766,0,0.007268451,0,0.88,-0.02651606,1.102497776
TCGA-BD-A3EP-11,0.060548196,0,0,0.090348871,0,0.123049846,0,0.003276377,0.069275564,0,0.013994873,0.025758177,0.021967914,0.082429989,0.085838036,0.330766484,0,0,0,0.068639316,0,0.024106357,0.33,0.042695541,1.081980569
TCGA-ES-A2HT-11,0.068511895,0,0.020701815,0.07065005,0,0.147136695,0,0.045575907,0.051933937,0,0.041037848,0,0.028140377,0.001340706,0.328979831,0.139322751,0,0,0.056668188,0,0,0,0.07,0.189472882,1.075571655
TCGA-2Y-A9GY-01,0.003703268,0.006117656,0.092543939,0.161308955,0,0,0.005245608,0.039017103,0.057008817,0,0.007808031,0,0.071159458,0.233423436,0.087697658,0.213487643,0,0,0.021478427,0,0,0,0.08,0.143113089,1.037442338
TCGA-XR-A8TE-01,0.114384206,0,0.010434388,0,0,0.370229131,0,0.000381263,0,0,0.018690453,0.022981352,0.058818701,0,0.061387183,0.316738844,0,0,0,0.025954479,0,0,0.74,-0.009785655,1.09692004
TCGA-ED-A4XI-01,0.054011444,0,0,0.089872592,0,0.219131577,0,0.008736089,0.029955941,0,0.042416175,0,0.05218773,0.021433156,0.111688796,0.349085068,0,0,0.021481431,0,0,0,0.55,0.009919504,1.095966941
TCGA-DD-AACG-01,0.083662232,0,0.024273978,0.06037166,0,0.137724854,0,0.005378235,0.045358401,0,0,0.037703821,0,0.241653572,0.012550323,0.311849444,0.001835507,0,0.037637972,0,0,0,0.23,0.071077777,1.079454965
TCGA-BC-A216-11,0.007005731,0,0.038831411,0.130106073,0,0.198174062,0,0.013588989,0.001424585,0,0.0559329,0,0.064611847,0,0.031254981,0.365320266,0,0,0.073844263,0,0,0.019904892,0.64,-0.000452832,1.089036828
TCGA-NI-A4U2-01,0.01496914,0,0.013233971,0,0,0.340291548,0,0.081198649,0.05313653,0,0.087079982,0,0.049835047,0.262117621,0.010103609,0.053239552,0.007108722,0,0.027685627,0,0,0,0.3,0.051037219,1.086058336
TCGA-DD-AAC9-01,0.059247986,0,0.013176088,0.075215885,0,0.197834683,0,0.01450015,0.082009521,0,0,0.044315935,0.025615976,0.125022594,0.056024006,0.281933694,0,0,0.025103481,0,0,0,0.35,0.039588307,1.078309067
TCGA-DD-AAE1-01,0.067268374,0,0,0.071509629,0,0.240008487,0,0.00803448,0.094741202,0,0,0.087277019,0.023975688,0.007541362,0.091032347,0.181704427,0.034525322,0,0.092381664,0,0,0,0.92,-0.035675781,1.108085022
TCGA-DD-A11D-01,0.049066544,0,0,0,0,0.252004713,0,0.00557764,0.040176763,0,0,0.085613452,0.030322493,0.072277456,0.134540837,0.21877222,0.007349466,0,0.104298417,0,0,0,0.88,-0.026634405,1.108400101
TCGA-DD-AADY-01,0.131256315,0,0,0,0,0.226842135,0,0.016594642,0.039116315,0,0.006621271,0.024452859,0.012258982,0,0.090868347,0.415740175,0,0,0.03624896,0,0,0,0.8,-0.019181576,1.106089228
TCGA-ZP-A9D4-01,0.001416636,0.00192536,0,0,0.007475674,0.296065309,0,0,0.009933089,0,0.089746733,0.050185534,0.056292931,0.102314742,0.063408013,0.05182044,0.010477738,0,0.244281075,0,0,0.014656727,0.51,0.014269098,1.092401686
TCGA-DD-AAED-01,0.046136783,0,0,0,0,0.241839446,0,0.015916832,0.092468029,0,0.016242772,0.029629691,0,0.257906613,0.037819013,0.249359046,0,0,0.012681775,0,0,0,0.15,0.091774982,1.072061932
TCGA-DD-AACK-01,0.11590268,0,0.094381415,0.046983669,0,0.124112241,0,0.037004734,0.092314277,0,0,0.07292482,0.007370126,0.054692608,0.051987353,0.23718374,0,0,0.065142339,0,0,0,0.85,-0.023170561,1.083407843
TCGA-DD-AAVQ-01,0.060172833,0.066257031,0.02728545,0.145582566,0,0.132993635,0,0.109637038,0.045017102,0,0,0.026820939,0.032565204,0.139451097,0.05774127,0.118943481,0.003376544,0,0.034155812,0,0,0,0.08,0.133213781,1.033651308
TCGA-BC-A112-01,0.000707711,0.005234203,0.002720648,0.039400456,0,0.239006889,0,0.013490752,0.037528859,0,0.040772387,0.014384796,0.036822697,0.144767938,0.015796925,0.162638487,0,0,0.228676415,0,0.003335543,0.014715291,0.75,-0.012260614,1.096011457
TCGA-DD-A118-01,0,0.007905942,0.007548604,0,0,0.380558703,0,0.016512121,0.097734402,0,0.124616988,0,0.049607069,0.119697641,0.006779618,0.087805079,0.002389659,0,0.098844174,0,0,0,0.87,-0.025386941,1.111213474
TCGA-DD-AACO-01,0.0060084,0,0.009890153,0.142803515,0,0.056462775,0,0.001924171,0.089087157,0.069460686,0.039156986,0,0.009459471,0.033618309,0.035497238,0.281012924,0.00489853,0,0.218470008,0,0,0.002249676,0.71,-0.006366526,1.094788715
TCGA-DD-A1EB-01,0.026752441,0,0,0.066168838,0,0.289600948,0,0.047167848,0.0905886,0,0.025332305,0.041487413,0.101667264,0.097683306,0.06556268,0.035666249,0,0,0.112322107,0,0,0,0.9,-0.030093889,1.106350829
TCGA-DD-A4NL-01,0.110207893,0,0,0.05414818,0,0.184301626,0,0.032210485,0.029653342,0,0.026591204,0.033313633,0.004775062,0.031639961,0.017834155,0.42980253,0,0,0.045521928,0,0,0,0.85,-0.023716258,1.107327098
TCGA-EP-A3JL-01,0.037641435,0,0.00057538,0.10003036,0,0.184628762,0,0.022143179,0.070939729,0,0.001439221,0.035801358,0.033692073,0.040701458,0.159399517,0.261666159,0,0,0.051341368,0,0,0,0.24,0.064654979,1.078285876
TCGA-DD-AAD8-01,0.156521999,0,0.04882141,0.110048464,0,0.054356858,0,0.039314878,0.050190143,0,0,0.039553666,0,0.031092673,0.109415678,0.336522451,0,0,0.02416178,0,0,0,0.81,-0.020711755,1.101098202
TCGA-5R-AA1C-01,0.086175226,0,0.00400475,0.155466166,0,0.087361529,0,0.003922583,0,0,0.043839413,0.015650234,0.010759159,0,0.121001982,0.375822396,0,0,0.095996562,0,0,0,0.57,0.005906597,1.097053483
TCGA-G3-A3CI-01,0.052279068,0,3.85E-05,0.127253692,0,0.014808517,0,0.029809188,0.023838431,0,0.072980296,0.019772718,0.095335874,0.081510247,0.077336927,0.136643496,0.006417462,0,0.241801881,0,0,0.020173718,0.5,0.017403328,1.082124585
TCGA-G3-A3CK-01,0.048240248,0,0.008021838,0.141551097,0,0.083205565,0.00162724,0.094063797,0.017019513,0,0,0.027485686,0.04276506,0.119964537,0.109331013,0.147024544,0,0,0.149839273,0,0.009860589,0,0.31,0.048962719,1.067323942
TCGA-MI-A75G-01,0.028108341,0,0.011613276,0.122353361,0,0.238332128,0,0.059441306,0.074788009,0,0.000377142,0.073688457,0.138251636,0.181562224,0.01964161,0.023643265,0.004318891,0,0.023880354,0,0,0,0.5,0.017338898,1.09671527
TCGA-G3-A5SJ-01,0.034076106,1.66E-05,0.037047109,0.085422667,0,0.195840292,0,0.095328798,0.052859357,0,0.013157418,0.002657421,0,0.213726338,0.080264098,0.151442255,0.011729052,0,0,0,0,0.026432458,0.08,0.142061243,1.039362073
TCGA-DD-A3A4-11,0.004086348,0.004342636,0.025714698,0,0.017097856,0.107447171,0,0.013308239,0.003352409,0,0.03016412,0.080327024,0.061055914,0,0.036619836,0.453423234,0.000296593,0,0.162763922,0,0,0,0.48,0.023645057,1.092539727
TCGA-5R-AAAM-01,0.005730736,0.000818484,0,0.091511145,0,0.255781953,0,0.000529091,0.015935082,0,0.039696926,0.023763949,0.094202614,0.095940182,0.027760357,0.271620916,0,0,0.076708565,0,0,0,0.37,0.032707235,1.079476481
TCGA-BC-A3KG-01,0.110776954,0,0.133794221,0.061691989,0,0.152700863,0,0.098936899,0.040932273,0,0,0.040701142,0.021153734,0.053359246,0.131217956,0.129927864,0,0,0.022121417,0,0,0.002685443,0.9,-0.030400938,1.095114462
TCGA-DD-A3A5-11,0.009231808,0,0.001710484,0,0,0.341429445,0,0.114925849,0.002624788,0,0.019569917,0.082562108,0.099636594,0.056441076,0.033274854,0.050177039,0,0,0.187184908,0,0,0.001231132,0.8,-0.018502089,1.105819835
TCGA-DD-A1EH-11,0.124468287,0,0.018191634,0.134248897,0,0.156224745,0,0.022079915,0.005271843,0,0.010317327,0.01049031,0.022127703,0,0.106255338,0.379032393,0,0,0,0.008155569,0,0.003136038,0.63,-5.91E-05,1.10025471
TCGA-2Y-A9GS-01,0.010862839,0,0,0,0.003809127,0.184272881,0,0,0.05283438,0,0.050406263,0.037273344,0.060005759,0.090716971,0.136548741,0.1986686,0.024780684,0,0.149820413,0,0,0,0.35,0.037124136,1.079151152
TCGA-BD-A3ER-01,0.033371116,0,0,0,0,0.195606339,0,0.013989333,0.085393341,0,0,0.055726194,0.019039547,0.177370468,0.060073304,0.340284858,0,0,0.019145501,0,0,0,0.34,0.040321738,1.092143448
TCGA-BC-A10X-01,0.009235539,0,0.02963608,0.178278613,0,0.144909874,0,0.019514722,0.00726718,0,0.046611967,0,0.053548748,0.002645883,0.032968498,0.290671615,0.00210183,0,0.161708477,0,0,0.020900974,0.74,-0.009705883,1.088453779
TCGA-MI-A75I-01,0.003322421,0,0.009377866,0.025197969,0,0.109358251,0,0.089829148,0.07189863,0,0,0.082313914,0,0.112075786,0.083086615,0.307827903,0.001802648,0,0.090265045,0,0,0.013643805,0.27,0.056591471,1.073232997
TCGA-DD-A1EC-11,0.00238547,0.005752416,0.022510864,0.08501089,0,0.283498313,0,0.029295124,0.002874414,0,0.078758895,0.033237296,0.088316338,0,0.038739806,0.261928868,0.002662498,0,0.058222229,0,0,0.006806578,0.71,-0.005873743,1.095545847
TCGA-CC-A7IF-01,0.000369974,0.007993431,0,0,0.062112221,0.255667239,0,0.00883783,0.066462569,0,0.096843,0.046331358,0.056714618,0.112870381,0.02507547,0.047635862,0.003859267,0,0.209226781,0,0,0,0.73,-0.008724996,1.101398293
TCGA-DD-AACE-01,0.008031413,0,0.02843519,0.119296808,0,0.154085865,0,0.055810272,0.087434219,0,0.003560554,0.032877774,0.090941845,0.179715419,0.066171275,0.005075431,0.004849665,0,0.163714269,0,0,0,0.32,0.043847229,1.069636101
TCGA-DD-AAVY-01,0.164086852,0,0.061397208,0.075352653,0.017114802,0,0,0.030215672,0,0,0.112703741,0.029941674,0,0,0.127309064,0.322846448,0,0,0.041721104,0,0,0.017310782,0.77,-0.015373123,1.104375038
TCGA-EP-A26S-11,0.003108578,0,0.02752479,0.113958562,0,0.03590345,0,0.032428075,0.00255242,0.011651193,0,0.088837235,0.19483446,0,0.028786178,0.246974933,0,0,0,0.100884999,0,0.112555126,0.41,0.029851299,1.101097909
TCGA-DD-A1EG-01,0.044278533,0,0.00407808,0.056843759,0,0.167069711,0,0.010593974,0.06417927,0,0.007050912,0.011941306,0.032823944,0.283889766,0.12877768,0.142305318,0.00219154,0,0.043976206,0,0,0,0.07,0.189178882,1.027378986
TCGA-ED-A7PX-01,0,0.004160065,0.007093257,0,0,0.265612724,0,0.014147215,0.07846461,0,0.045122798,0.065157134,0.024857196,0.26623288,0.007695255,0.053035232,0,0,0.162435751,0,0.005985882,0,0.13,0.098930222,1.0607124
TCGA-DD-AAD1-01,0.088364983,0.042161779,0,0.137426938,0,0.276064757,0,0.031445019,0.019001848,0,0.107780195,0,0.033570136,0.130834247,0.060719885,0.055376169,0,0,0.017254044,0,0,0,0.23,0.072229783,1.07639529
TCGA-DD-AADN-01,0,0.002879628,0.038501519,0.370164057,0,0,0.030317296,0.052750404,0.084467594,0,0.004957556,0.064113596,0.03178985,0.155511339,0.02001988,0.129744425,0,0,0.014782857,0,0,0,0.12,0.103664052,1.069774961
TCGA-DD-A3A3-11,0.022416155,0,0.027064285,0.057094562,0,0.138018673,0,0.004540034,0.002384445,0,0.046169123,0.029896296,0.046197718,0,0.01001442,0.501583358,0,0.002892699,0.102335038,0,0,0.009393194,0.27,0.056413202,1.079328264
TCGA-2Y-A9H9-01,0,0.013155605,0.005058039,0,0.007060422,0.20015141,0,0.035365201,0.073332364,0,0.049853849,0.084835532,0.075570613,0.094280545,0.081316532,0.221903075,0.002690884,0,0.050835615,0,0,0.004590315,0.65,-0.00200002,1.095767243
TCGA-G3-A25Z-01,0,0,0.012587313,0,0,0.179846222,0,0.130545117,0.092018701,0,0.065949383,0.002066548,0.07727541,0.112179329,0.025528772,0.248377917,0.001799257,0,0.044326285,0,0,0.007499748,0.31,0.047321609,1.069939197
TCGA-BC-A10U-11,0.075412471,0,0,0.03328388,0,0.158781642,0,0.001465528,0.02427568,0,0,0.028767544,0,0.117513199,0.024677246,0.424290379,0,0,0.041613063,0.030266504,0,0.039652865,0.5,0.017377669,1.101812709
TCGA-BC-A217-01,0.056288563,0,0.000214003,0.086848252,0,0.300217104,0,0.040695553,0.050533437,0,0,0.012972503,0,0.05491531,0.071912123,0.298500113,0,0,0.026903039,0,0,0,0.33,0.041952301,1.082185842
TCGA-BC-A110-11,0.117423949,0,0.030639045,0.000855981,0,0.099879835,0,0,0.029108207,0,0.085835861,0,0.011739421,0.009377759,0.07131271,0.458895015,0,0,0.010434924,0,0,0.074497293,0.36,0.034323909,1.089405157
TCGA-BC-A10R-01,0.001635425,0.00279009,0.007998637,0,0,0.331204715,0,0.00470557,0.077653514,0,0.053277434,0.024743321,0.089202099,0.081636809,0.028817627,0.07799621,0.012541338,0,0.201216418,0,0,0.004580794,0.93,-0.037040306,1.102038451
TCGA-ED-A7XO-01,0.050667902,0,0.036189659,0.104210481,0,0.110129507,0,0.025284486,0.05404541,0,0,0.057395598,0.01739008,0,0.044154686,0.3923852,0,0,0,0.07558473,0,0.032562261,0.72,-0.006870701,1.098113721
TCGA-G3-AAV7-01,0.001007675,0.002140753,0.024130604,0,0,0.266634574,0,0.022539736,0.020363556,0,0.040936256,0,0.007249646,0.516940395,0.003524426,0.078441406,0,0,0.016090974,0,0,0,0.07,0.182264992,1.068835674
TCGA-GJ-A3OU-01,0.004782835,0.002426355,0,0.02044645,0,0.058940266,0,0.020757144,0.090208326,0,0.01829643,0,0,0.485851498,0.058257598,0.200714134,0.004430962,0,0.034888001,0,0,0,0,0.563370854,0.827616305
TCGA-DD-AADB-01,0.056906678,0,0,0.198294858,0,0.080668298,0.000967762,0.078413102,0.15493988,0,0,0.019763405,0,0.243073438,0.074920965,0.059583359,0,0,0.032468255,0,0,0,0.22,0.074881871,1.076848461
TCGA-RC-A7SK-01,0.06414399,0,0.018070368,0.122310489,0,0.260425919,0,0.070396524,0.062954524,0,0,0.016709643,0.071813459,0.129434025,0.001091038,0.009377275,0,0,0.164075448,0,0.009197299,0,0.91,-0.032063603,1.107944913
TCGA-DD-A4NE-01,0.18477226,0,0.030896289,0,0,0.068424457,0,0.004498013,0.016487571,0.028417107,0,0.055935423,0.099245319,0,0.03060019,0.247375816,0,0,0.225139777,0,0,0.008207778,0.91,-0.033942378,1.097634331
TCGA-DD-A39V-11,0.014254223,0,0.007658745,0.098210445,0,0.092704777,0,0.011898335,0.000486455,0.060943464,0,0.02169666,0.164659212,0.070832301,0.054653684,0.177592182,0.002768829,0,0.221640686,0,0,0,0.54,0.011020428,1.084443805
TCGA-DD-AACT-01,0.036558612,0.012415412,0.025965971,0.322235161,0,0,0,0.061580424,0.034582872,0.074964895,0,0.008043513,0.067741082,0.135676258,0.03303474,0.059840167,0,0,0.1004871,0,0.003759414,0.02311438,0.34,0.04146147,1.081522929
TCGA-ZP-A9D0-01,0.004022182,0.006946756,0.006319046,0,0,0.402197233,0,0.008529371,0.044716975,0,0.096827773,0.034517118,0.084351198,0.059242182,0.018629067,0.073576359,0.003958401,0,0.156166338,0,0,0,0.96,-0.04227576,1.116171184
TCGA-DD-AADF-01,0.030459808,0,0.23000641,0.398915112,0,0,0.012927593,0.086085729,0.025739738,0,0,0.022870547,0,0.011887929,0.071413201,0.104078761,0,0,0.00561517,0,0,0,0.83,-0.021967669,1.109322694
TCGA-DD-A1EJ-01,0,0.003179469,0.004497601,0.100557918,0,0.145656282,0,0.024642353,0.111804966,0,0.052016202,0.02210851,0.144226979,0.183307779,0.005750391,0.058054718,0.000851258,0,0.143345573,0,0,0,0.51,0.013212659,1.084108353
TCGA-DD-AAVU-01,0.00185454,0,0.006335277,0,0.029583326,0.042211995,0,0.005789966,0.057082602,0,0.092600118,0,0.018652835,0.497879832,0,0.199780814,0,0,0.048228695,0,0,0,0.07,0.164912473,1.086449384
TCGA-G3-A3CG-01,0.110435749,0,0.007395528,0.067637275,0,0.141883582,0,0.009736445,0.12482464,0,0.051385316,0,0,0,0.226198394,0.180955714,0,0,0.057948943,0,0,0.021598416,0.55,0.009543213,1.121006058
TCGA-BC-A10W-01,0.001095004,0.003307739,0.003024165,0,0,0.542954081,0,0.011334144,0.006386557,0,0.080526745,0,0.045954472,0.174838775,0.002336153,0.085304777,0,0,0.038953208,0,0,0.003984179,0.6,0.002381209,1.117212093
TCGA-O8-A75V-01,0.023445533,0,0,0.08618165,0,0.074760794,0,0.00975839,0.112543299,0.023791282,0.015333322,0,0,0.237558223,0.040886583,0.266805313,0,0,0.105183873,0,0,0.003751736,0.27,0.055549295,1.080873802
TCGA-DD-A3A9-01,0.022968305,0,0.009427061,0.109082988,0,0.196230966,0,0.040200243,0.14680768,0,0.001141792,0.030733708,0.015464832,0.100790453,0.095359423,0.164264555,0.022450851,0,0.045077143,0,0,0,0.34,0.041103652,1.079390048
TCGA-DD-A73G-01,0.006360869,0,0,0.092135594,0,0.088412792,0,0,0.083870937,0,0.039243257,0.004278977,0.045927999,0,0.016847967,0.52917505,0,0,0.093746559,0,0,0,0.54,0.011581191,1.104745864
