x,y,real_dapi,real_foxp3,real_cd19,real_cd68,real_cd4,real_cd3,real_cd8,real_sampleaf,fake_dapi,fake_foxp3,fake_cd19,fake_cd68,fake_cd4,fake_cd3,fake_cd8,fake_sampleaf
82125,68595,2.278,1.849,1.599,1.668,2.39,3.01,1.531,5.906,8.162,4.942,2.344,8.895,8.891,-1.363,11.374,23.814
69837,34803,27.51,7.151,4.311,13.501,10.269,31.918,18.102,13.682,26.545,5.62,3.588,15.18,14.14,11.194,20.483,10.878
82125,64499,27.945,4.451,3.49,10.686,4.788,5.163,8.76,10.042,24.289,6.583,2.914,15.605,12.426,0.731,17.059,23.165
46285,58355,26.537,6.836,4.985,15.158,12.509,27.534,17.877,12.47,22.006,6.775,3.041,16.424,9.49,8.411,21.639,16.096
49357,73715,28.821,4.648,2.997,10.229,5.972,5.653,9.389,9.537,28.436,6.827,2.639,18.366,16.289,1.144,26.936,23.844
21709,15347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.912,5.01,3.342,10.824,9.383,1.902,14.176,11.935
66765,62451,40.546,4.739,4.167,8.199,6.587,5.631,8.387,9.068,35.376,6.45,3.198,13.858,10.478,-0.411,14.393,20.475
71885,10227,0.916,1.834,1.372,1.185,2.238,3.46,1.065,5.795,4.643,1.246,1.693,0.967,8.051,0.446,-2.692,8.372
16589,6131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.728,6.312,2.861,16.281,9.727,4.014,16.593,16.306
88269,56307,34.374,5.829,3.06,13.08,7.296,8.358,14.662,12.868,28.167,5.625,2.823,13.761,5.577,-0.776,15.833,13.943
22733,38899,23.6,7.005,3.978,15.177,10.327,29.076,18.187,13.614,30.372,6.976,3.09,19.34,18.117,25.758,26.97,16.061
83149,56307,30.616,4.871,3.093,7.882,4.713,6.8,9.326,10.342,25.758,5.478,3.032,12.198,8.724,0.918,12.878,17.236
71885,30707,23.255,6.99,4.139,12.435,8.982,28.685,16.595,13.659,24.23,5.728,3.57,12.754,13.332,10.365,19.552,11.275
25805,20467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.133,6.074,3.499,17.142,12.461,16.741,20.976,15.185
16589,27635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.337,8.937,2.738,20.427,15.879,16.461,33.489,20.684
42189,66547,54.687,8.62,9.727,16.378,18.4,23.582,21.877,14.299,46.462,9.844,5.274,21.798,23.124,22.953,35.787,23.859
38093,14323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.916,4.804,3.395,12.327,12.592,4.232,17.39,11.874
53453,32755,43.014,7.204,5.11,15.467,12.353,24.73,17.114,13.464,36.713,5.564,4.048,16.319,19.159,11.716,20.565,10.544
54477,14323,19.597,5.742,3.66,10.239,6.776,26.149,14.716,12.567,21.139,4.574,2.942,8.776,8.742,7.455,14.516,9.997
31949,19443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.686,4.763,3.408,11.05,10.921,4.261,16.608,11.362
68813,28659,41.646,8.499,4.666,15.118,12.17,16.324,22.45,17.301,34.491,7.079,3.878,14.907,13.021,6.161,26.528,12.44
54477,45043,42.216,11.225,4.773,19.856,11.793,12.906,28.005,22.586,28.195,9.192,3.005,18.203,10.689,1.461,29.733,13.432
37069,56307,46.032,5.63,4.814,9.105,8.419,5.827,10.566,9.286,31.698,6.607,2.864,19.23,9.323,-2.166,18.238,20.124
11469,35827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.956,5.512,3.316,16.71,16.029,23.399,20.08,14.677
22733,77811,53.479,6.811,4.661,15.266,13.14,19.422,17.74,13.396,33.081,5.493,3.038,14.779,10.431,3.655,18.717,11.854
74957,46067,32.798,6.272,4.335,12.016,7.795,18.353,13.379,12.185,24.412,5.822,2.77,13.074,7.351,3.342,17.515,12.429
70861,30707,26.523,7.135,4.289,13.0,9.773,30.396,17.427,14.018,25.909,5.864,3.617,13.871,13.874,12.172,20.77,11.374
18637,28659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1,5.596,3.059,15.848,13.048,13.145,24.968,14.149
37069,20467,0.83,1.824,1.446,1.2,2.402,3.124,0.759,5.945,9.278,1.93,2.542,4.706,8.251,-1.761,3.444,11.449
18637,31731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.476,5.17,3.833,14.369,19.32,7.418,22.462,13.095
13517,70643,58.412,5.73,5.478,15.393,17.977,22.582,21.421,11.298,103.372,17.905,14.765,49.486,37.679,12.651,109.076,62.691
77005,41971,35.481,5.236,4.034,8.093,6.544,6.768,9.232,9.162,21.42,4.868,2.783,9.747,8.196,7.602,14.801,13.311
12493,11251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.233,6.251,3.338,16.848,8.52,8.214,17.036,14.574
11469,44019,0.749,1.566,1.282,1.163,2.319,3.12,0.844,5.487,14.251,2.531,2.6,7.154,8.753,6.707,5.611,14.149
18637,50163,18.638,6.153,4.794,17.386,9.734,27.888,13.407,13.43,21.596,5.887,3.371,20.474,11.938,19.41,20.174,15.146
9421,37875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.245,5.887,3.665,17.754,15.246,12.199,26.43,15.845
70861,35827,35.329,7.376,4.661,13.043,9.558,27.104,17.767,14.505,31.3,6.15,3.616,14.007,11.263,13.078,20.173,11.841
89293,60403,0.734,1.517,1.293,1.159,2.316,2.896,0.96,5.851,5.058,2.727,2.113,4.031,2.324,-2.806,-0.133,14.577
38093,64499,39.16,5.051,4.486,11.618,6.259,5.447,10.323,9.053,31.058,5.414,2.942,15.916,9.296,-1.356,14.826,15.475
52429,64499,25.172,8.597,4.622,17.075,11.975,27.42,22.15,16.709,28.277,10.626,3.152,22.585,15.949,7.845,37.613,26.11
73933,65523,49.634,7.263,4.238,15.645,6.221,11.294,17.59,15.389,39.585,8.445,3.144,19.047,8.984,3.346,24.101,20.751
87245,66547,0.746,1.467,1.229,1.143,2.29,2.832,0.829,5.62,7.209,3.636,1.929,10.428,4.311,-2.305,6.537,18.859
36045,53235,47.095,6.945,5.701,16.549,12.092,14.764,16.551,12.78,36.209,6.793,3.738,20.702,20.894,17.403,22.635,17.508
61645,63475,26.233,4.458,3.999,7.239,6.013,4.92,7.513,8.532,30.217,9.837,2.653,14.674,13.33,-0.201,23.574,31.843
81101,55283,43.974,9.441,3.37,16.505,5.644,7.839,22.735,20.437,34.223,8.468,3.224,19.773,7.998,-0.161,26.817,15.491
41165,48115,23.951,7.351,5.082,15.849,11.708,29.157,17.507,13.562,21.154,6.007,3.832,17.614,18.558,14.899,21.996,12.893
12493,75763,1.004,1.763,1.446,1.271,2.467,3.38,0.926,5.856,3.437,1.58,1.649,1.435,4.274,-2.88,-1.851,10.032
53453,44019,51.833,9.314,6.933,15.254,19.727,23.854,22.717,15.697,40.137,7.604,5.214,17.194,23.878,9.231,28.977,12.606
49357,41971,55.187,8.316,6.081,13.581,22.43,28.291,19.589,13.764,42.136,7.346,4.679,16.771,23.161,12.369,26.238,14.077
52429,66547,40.733,5.655,4.117,10.558,10.808,7.015,11.935,9.736,35.922,8.187,2.897,17.851,12.654,0.783,24.317,25.028
23757,66547,21.015,7.416,5.162,20.457,11.723,25.534,20.993,15.469,18.771,6.932,3.015,20.432,8.457,8.146,23.779,13.868
74957,34803,35.634,7.198,3.763,12.804,7.541,21.47,17.479,14.418,31.786,5.946,3.435,13.315,12.87,7.029,21.205,11.376
33997,4083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.906,4.378,3.499,12.254,12.145,8.852,18.224,10.89
21709,68595,27.366,7.107,4.825,23.26,11.529,30.023,20.142,14.8,17.028,6.448,3.047,22.774,8.664,9.207,25.784,15.449
33997,3059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.765,4.371,3.062,11.583,9.208,2.013,15.825,10.606
38093,36851,27.148,8.089,4.803,15.943,11.2,30.812,19.893,15.332,30.936,9.896,2.922,22.227,16.696,9.377,34.514,21.914
61645,46067,25.618,8.169,5.077,14.395,13.944,34.58,17.972,14.93,22.998,7.024,3.556,17.239,13.241,10.847,22.004,13.015
77005,39923,17.682,4.159,2.452,6.421,3.927,5.511,7.861,9.637,17.28,4.969,2.269,8.535,3.001,-0.184,16.687,13.294
54477,20467,35.093,4.576,4.203,8.445,7.597,7.065,9.617,9.553,31.12,3.921,3.512,9.838,13.783,0.621,12.989,11.065
67789,24563,23.251,6.503,3.843,11.86,8.276,32.563,15.459,13.366,24.487,5.272,3.639,12.922,13.107,16.821,18.226,11.033
24781,72691,63.031,8.966,6.388,18.783,26.021,36.032,24.723,15.472,39.41,10.013,3.494,19.616,21.311,21.793,36.498,25.222
65741,46067,27.609,7.318,4.617,14.6,10.896,27.669,16.281,13.958,22.81,7.512,2.934,17.931,11.066,8.352,20.822,16.58
48333,61427,21.943,6.628,4.631,13.931,12.093,27.416,17.571,12.391,28.684,8.114,3.105,21.306,19.096,22.536,32.95,21.846
37069,19443,0.47,1.694,1.343,1.025,2.283,2.873,0.665,5.734,7.879,1.839,2.273,4.165,6.82,-2.809,2.367,11.242
39117,29683,29.913,7.493,3.829,15.047,8.739,19.049,20.152,15.558,33.589,11.054,2.698,16.929,10.04,4.961,30.815,24.167
45261,36851,26.417,8.706,5.289,17.001,14.124,34.106,20.951,16.462,26.177,7.114,4.664,18.86,23.916,10.644,26.546,12.582
15565,7155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.711,5.575,3.081,13.815,9.36,1.546,17.275,12.248
32973,60403,36.986,5.068,4.679,12.483,7.149,5.338,10.748,9.152,33.75,7.267,2.903,17.408,7.3,-0.438,16.95,20.848
29901,54259,38.598,5.174,4.408,11.233,6.501,5.832,10.655,9.418,35.326,5.664,3.052,15.109,10.721,19.019,18.117,15.955
35021,71667,23.934,6.068,4.474,15.486,9.407,28.74,17.778,12.379,30.257,9.605,2.734,20.663,10.758,9.372,31.934,24.332
10445,15347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.224,4.025,2.917,7.119,12.033,8.454,11.512,9.265
49357,6131,0.358,1.685,1.305,0.962,2.193,2.901,0.743,5.643,8.461,1.648,2.129,3.518,6.252,-1.969,1.534,10.518
30925,68595,21.439,7.572,5.154,19.611,12.521,31.561,20.621,15.149,13.486,7.11,3.094,18.869,9.569,16.107,26.977,16.771
68813,62451,38.933,5.876,3.522,10.459,5.21,7.54,12.545,12.064,32.684,7.211,2.983,15.441,8.035,2.572,18.686,20.631
77005,67571,26.707,6.764,4.999,13.218,7.635,33.113,16.45,14.147,22.309,8.071,3.193,16.224,9.302,11.088,25.256,21.356
48333,9203,0.132,0.646,0.488,0.342,0.828,1.1,0.277,2.101,9.271,1.005,2.035,2.94,7.64,-2.687,2.992,10.883
21709,21491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.624,6.757,2.919,18.466,14.058,19.139,29.737,17.465
23757,39923,20.707,6.619,3.715,14.182,9.278,27.965,17.154,13.099,28.097,7.183,2.824,18.6,11.003,17.815,25.135,17.316
35021,52211,42.464,5.862,3.971,17.106,9.601,12.277,14.731,11.45,37.652,6.779,2.873,20.473,14.035,1.132,19.586,19.103
31949,62451,36.195,4.805,4.678,12.192,6.34,5.254,10.189,9.189,25.585,5.667,2.847,14.246,4.966,-1.982,13.791,17.864
52429,23539,37.894,4.739,3.966,9.604,8.014,7.301,9.833,9.528,33.097,4.098,3.807,10.395,14.384,5.045,11.932,11.477
83149,46067,42.118,5.307,3.447,8.839,5.664,6.634,9.922,10.521,33.292,5.608,2.945,12.416,5.921,0.682,14.671,14.091
45261,69619,40.344,5.694,5.296,12.385,9.764,11.82,13.309,10.811,40.776,9.899,3.115,18.194,18.176,2.531,35.133,27.876
25805,46067,21.268,7.036,4.441,15.98,10.473,28.589,18.175,14.176,21.589,6.459,3.378,19.33,15.476,25.516,22.561,15.304
58573,75763,40.419,4.033,2.608,9.449,6.76,4.987,9.216,8.703,30.471,4.846,2.596,13.231,8.355,-0.147,13.093,17.979
59597,38899,29.895,8.205,4.752,16.067,15.747,28.315,19.249,15.106,28.454,6.69,4.037,16.334,21.236,11.943,24.096,11.659
35021,17395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.101,5.107,3.338,10.992,10.819,4.634,16.79,11.791
36045,25587,28.808,7.653,5.227,22.742,10.029,26.593,20.311,15.185,29.254,6.061,3.96,21.051,12.339,9.992,23.704,11.239
57549,9203,3.133,1.902,1.501,1.988,2.509,5.565,1.81,5.877,10.567,2.425,2.446,4.613,6.214,11.158,5.714,12.465
55501,53235,30.081,7.335,5.154,15.034,13.662,26.567,17.631,12.979,22.827,7.279,3.097,18.997,12.741,7.025,21.958,17.115
58573,11251,15.623,6.053,2.897,9.359,5.195,33.766,13.981,13.082,11.232,4.118,2.203,9.865,9.452,10.722,9.227,8.451
35021,6131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.304,7.588,5.611,23.514,25.349,17.317,35.767,16.409
25805,73715,49.643,8.291,4.917,18.006,12.613,23.927,22.375,15.85,44.228,10.839,3.212,25.047,14.943,7.382,41.57,26.146
38093,44019,39.688,8.642,4.953,16.095,13.798,27.205,21.854,15.593,37.847,14.5,2.951,22.921,19.029,8.532,41.514,38.829
43213,40947,22.865,7.586,5.269,15.182,12.506,31.668,18.525,13.978,9.302,4.305,2.819,9.747,16.183,18.636,16.938,6.667
10445,16371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.364,4.243,3.136,9.877,14.476,9.334,11.313,10.489
28877,67571,45.083,7.883,7.058,18.612,14.721,23.507,21.717,14.889,27.663,7.976,3.804,20.644,11.747,13.219,34.035,20.989
70861,56307,23.288,6.965,4.23,12.352,8.321,27.692,15.704,13.465,21.452,7.047,3.129,15.781,13.511,9.186,19.544,17.887
20685,46067,22.626,6.967,4.894,16.824,11.239,29.726,15.392,14.628,21.844,6.312,3.459,20.199,17.008,23.044,19.635,15.19
44237,19443,22.833,5.255,4.517,15.322,10.597,22.598,14.59,11.332,22.462,4.597,4.058,15.45,15.325,9.272,18.634,12.254
48333,41971,61.153,9.42,6.958,14.069,30.59,37.329,21.802,14.528,44.74,7.83,4.816,16.415,29.538,16.571,27.928,13.153
60621,38899,26.917,7.499,4.386,14.488,13.961,29.134,17.295,13.761,26.172,6.809,3.885,16.604,14.949,12.682,21.417,13.779
28877,22515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.693,5.156,3.851,13.747,11.615,1.749,19.196,12.662
56525,19443,34.43,4.704,4.296,7.407,7.281,7.241,9.463,9.413,29.414,3.967,3.676,8.558,11.788,-0.859,12.463,11.081
31949,39923,20.879,7.121,4.465,15.051,9.081,30.329,18.119,13.95,24.378,6.723,3.298,18.73,13.696,20.758,26.25,15.3
27853,39923,21.107,6.857,3.989,13.57,9.335,26.624,17.587,13.313,24.529,6.941,3.058,18.694,17.142,17.88,31.71,17.229
31949,31731,23.802,7.797,4.402,17.68,8.362,28.115,19.879,15.264,24.886,6.975,3.35,20.875,13.404,13.561,28.235,14.803
61645,44019,27.981,7.785,4.654,15.238,12.909,30.96,17.463,14.336,12.22,4.446,2.68,10.162,12.738,18.873,29.634,6.578
63693,13299,17.143,6.023,3.119,9.569,5.143,32.343,14.214,13.03,18.906,5.054,3.235,10.632,9.563,18.242,17.509,11.388
57549,33779,31.273,7.534,4.851,16.655,14.071,29.471,17.253,13.998,28.4,5.93,3.886,16.756,20.759,9.378,20.142,10.99
33997,28659,30.067,7.966,4.538,16.848,8.596,27.477,20.735,15.686,28.493,7.374,3.587,20.448,14.396,12.598,30.311,15.852
64717,23539,25.752,5.893,3.982,10.58,8.636,30.982,14.076,12.099,23.493,5.283,3.257,10.616,10.168,10.362,15.296,11.502
39117,70643,43.582,6.903,5.442,15.986,11.13,23.187,20.356,12.633,42.043,9.981,3.294,20.664,14.312,5.226,37.811,25.574
38093,75763,58.514,7.392,5.956,17.774,9.867,19.314,20.292,13.646,46.648,10.303,3.618,23.451,12.23,6.646,39.324,28.294
18637,34803,0.733,1.827,1.491,1.118,2.361,3.237,0.874,5.812,13.474,2.845,2.1,6.407,6.53,4.176,5.316,14.304
35021,61427,39.716,4.952,4.715,11.794,6.64,5.239,10.372,9.079,31.628,8.507,2.683,9.152,8.456,7.927,29.828,25.556
70861,24563,34.054,7.682,3.726,13.302,7.087,31.896,18.308,15.662,30.553,6.247,3.579,14.214,11.857,14.103,21.266,11.576
68813,41971,34.169,8.63,4.552,16.578,11.263,22.698,19.713,16.708,16.724,5.391,2.881,14.172,11.819,14.42,28.761,7.299
67789,25587,25.832,6.511,4.033,11.772,9.458,33.003,15.726,13.108,27.705,5.713,3.734,12.484,11.573,15.658,18.79,12.51
14541,66547,69.508,9.184,12.473,23.214,42.461,60.972,25.908,15.664,38.606,6.699,6.21,20.551,32.297,23.911,34.003,10.704
36045,27635,22.298,7.028,4.405,15.827,8.657,28.746,18.161,13.977,22.577,6.987,3.208,18.294,9.004,17.585,21.399,15.945
21709,38899,27.08,6.979,4.025,15.438,10.277,28.082,18.309,13.488,29.428,6.77,3.197,19.069,14.984,15.031,27.154,15.685
66765,36851,22.747,7.176,4.239,12.498,10.744,32.86,16.55,13.744,25.429,5.916,3.97,15.03,16.768,13.93,21.041,12.015
37069,63475,38.577,5.083,4.733,10.515,7.399,5.524,10.541,9.407,32.258,7.872,2.883,16.232,10.538,-0.452,16.976,24.908
61645,69619,40.238,3.961,4.464,9.291,7.422,5.306,8.112,8.299,30.079,4.903,3.387,14.558,14.458,1.764,13.323,18.555
70861,52211,29.132,8.206,4.556,16.229,9.752,25.545,18.719,15.692,18.699,8.175,2.994,18.256,9.89,15.05,26.701,19.608
30925,60403,35.32,4.719,4.704,14.087,6.142,5.401,10.388,9.478,16.931,2.368,2.829,10.694,7.862,3.618,19.872,6.728
30925,38899,20.965,7.039,4.384,14.919,8.678,29.738,18.292,13.707,25.252,6.673,3.274,18.434,11.344,18.768,25.503,14.887
54477,29683,40.181,7.05,5.246,15.149,14.661,29.65,15.905,13.456,35.755,5.501,3.795,15.449,18.661,8.418,18.937,10.545
13517,30707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.702,5.706,3.196,16.775,17.224,19.8,19.354,15.263
40141,38899,44.335,8.726,4.454,15.448,12.302,16.271,23.681,16.569,21.935,5.204,2.559,9.939,15.974,11.522,19.612,7.253
15565,56307,19.992,6.64,5.112,18.454,11.913,26.279,14.908,13.819,25.438,7.882,3.375,23.499,14.055,22.909,22.844,21.549
84173,62451,23.203,3.568,2.715,6.146,3.57,4.556,6.784,8.862,22.699,4.943,2.804,11.227,3.567,-0.366,11.229,17.994
61645,41971,26.732,7.342,4.639,13.426,12.941,30.94,16.171,13.471,25.708,5.985,3.675,16.99,17.611,13.944,19.574,11.415
62669,22515,53.223,6.631,5.141,12.242,15.516,29.146,20.605,12.253,38.751,5.826,3.526,12.41,15.707,9.269,21.822,11.102
13517,51187,22.511,5.804,5.621,16.485,11.912,30.731,12.265,12.746,26.414,5.818,4.055,20.052,20.165,15.731,23.53,15.765
33997,74739,27.664,6.798,5.217,14.793,9.565,26.518,18.571,12.867,27.012,9.413,3.338,19.956,17.299,8.203,33.441,26.774
28877,54259,37.406,4.826,4.083,10.334,6.044,5.985,10.186,9.223,37.845,6.789,3.053,18.916,14.568,13.589,22.61,22.305
18637,30707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.522,6.681,2.891,17.685,10.949,8.435,29.385,15.959
17613,41971,33.643,7.139,5.232,15.657,13.752,28.492,17.976,14.472,36.868,8.42,3.423,22.626,17.01,25.871,28.59,21.442
24781,45043,21.667,7.767,4.465,16.498,10.196,27.249,18.789,15.82,22.171,7.014,3.423,20.25,15.333,25.549,23.505,15.476
11469,24563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.584,5.235,3.118,13.206,7.146,13.969,14.582,12.132
74957,56307,31.199,6.562,3.507,11.178,5.863,11.738,14.326,13.76,21.098,5.787,2.526,10.848,5.219,1.135,13.396,12.46
48333,8179,0.053,0.274,0.205,0.147,0.35,0.471,0.121,0.883,8.448,0.589,1.925,2.578,5.999,-2.98,1.157,10.26
38093,24563,11.366,3.414,3.133,6.245,4.007,5.15,7.048,8.597,19.091,3.47,3.361,8.113,7.777,1.382,10.453,12.595
27853,16371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.989,5.06,3.283,10.585,10.637,2.91,15.972,11.557
70861,72691,89.439,13.691,7.21,29.767,16.286,14.53,37.117,29.536,57.917,10.535,4.289,26.172,12.2,2.137,39.047,11.417
37069,39923,22.467,7.32,4.517,13.966,9.671,31.698,18.16,13.948,27.235,7.882,3.022,20.425,15.687,23.258,33.181,18.717
88269,53235,32.151,8.994,3.233,17.132,7.326,17.519,22.802,19.944,24.118,7.253,2.815,15.406,6.697,3.026,22.598,12.214
29901,41971,32.752,8.754,4.081,16.585,8.635,19.052,23.508,18.244,34.047,10.931,2.721,22.941,14.948,4.946,44.482,24.218
11469,40947,0.541,1.574,1.273,0.999,2.145,2.683,0.673,5.583,17.135,4.43,1.83,9.086,9.605,5.919,16.295,20.529
30925,58355,36.005,5.132,4.676,11.192,6.811,5.219,10.266,9.489,23.902,7.046,2.814,17.071,6.308,5.403,28.314,25.206
54477,47091,50.944,8.632,5.932,15.52,17.706,26.44,20.576,14.334,37.311,7.209,3.941,18.06,24.829,7.041,25.863,14.092
65741,38899,37.272,7.123,4.872,11.799,12.955,23.185,16.446,13.095,31.707,5.648,3.349,13.451,13.782,8.128,17.484,10.711
38093,42995,45.064,9.629,5.323,16.339,12.962,17.963,25.061,17.38,32.349,11.95,2.898,11.965,13.972,15.315,46.007,30.383
13517,14323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.647,6.402,3.414,16.709,13.44,9.822,25.904,15.523
14541,56307,40.758,6.88,6.38,17.194,14.308,27.605,16.751,13.897,34.614,6.971,4.018,20.185,16.07,24.826,21.614,18.381
20685,9203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.409,5.649,3.895,13.653,9.057,6.601,17.267,13.295
27853,10227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.751,4.591,2.849,9.362,8.563,2.435,12.29,10.244
29901,5107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.748,4.682,3.284,12.249,9.393,4.977,27.117,11.173
58573,10227,14.596,5.201,2.535,7.99,4.918,36.644,11.576,11.679,19.076,4.612,2.934,9.413,8.291,16.679,14.88,11.494
27853,8179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.424,5.093,3.012,9.919,10.026,2.494,13.085,11.108
68813,24563,23.17,6.572,3.744,11.202,7.731,33.343,15.626,13.402,24.017,5.508,3.796,12.172,13.304,13.355,19.56,12.0
41165,24563,39.832,6.931,6.696,14.876,18.226,20.497,18.387,13.648,33.062,5.828,4.72,15.893,18.804,4.751,22.141,11.801
21709,23539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.829,7.519,3.105,19.207,15.89,15.44,33.094,19.656
44237,32755,38.27,7.517,4.846,15.132,11.883,25.332,19.632,14.557,32.188,7.208,3.366,16.164,13.05,9.942,23.446,14.866
71885,17395,29.443,6.674,2.7,11.595,4.369,21.472,16.139,14.671,27.086,5.263,2.715,12.025,7.74,7.063,18.077,10.189
13517,21491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.911,6.509,3.316,17.65,9.19,1.959,22.124,17.225
67789,18419,22.143,6.865,3.64,11.417,7.064,46.184,17.026,14.026,22.221,5.661,3.631,11.731,10.063,20.16,18.823,11.514
23757,24563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.644,6.692,3.394,17.898,11.53,13.417,24.341,17.101
48333,23539,33.373,4.174,3.836,8.634,7.769,6.288,8.775,8.989,23.865,2.814,2.603,7.373,9.249,-1.7,4.699,8.298
43213,10227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.513,4.735,3.629,12.283,12.104,7.694,18.205,11.519
50381,55283,22.9,7.036,4.883,13.999,12.618,30.181,17.853,12.79,17.126,8.474,3.045,16.507,12.788,18.466,26.412,25.258
17613,46067,28.513,6.476,4.639,16.235,11.257,25.519,13.709,14.164,28.705,6.443,3.323,20.52,17.984,22.671,27.031,16.908
49357,38899,24.104,7.368,5.32,13.493,14.48,37.265,16.766,13.45,23.157,6.233,4.622,15.852,19.94,15.447,22.413,12.96
50381,69619,40.013,5.399,4.126,11.375,9.362,6.81,11.292,9.267,38.08,9.011,2.817,18.327,11.096,0.186,30.153,27.988
28877,78835,45.788,7.234,4.484,17.607,8.112,22.073,18.995,15.104,30.451,7.3,3.216,19.347,6.424,4.796,23.926,16.626
28877,50163,25.973,6.953,4.48,17.839,10.965,27.563,18.845,13.804,25.568,6.006,3.678,20.35,20.061,20.75,24.286,14.016
68813,58355,22.227,7.095,4.38,13.0,8.998,26.444,15.467,13.595,24.346,7.338,3.289,16.772,12.632,23.648,20.022,17.351
43213,61427,27.312,7.181,5.616,17.89,14.874,27.293,18.313,12.816,25.54,7.258,3.384,20.167,16.127,9.008,25.314,16.968
17613,24563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.828,6.679,3.131,18.066,15.637,17.139,26.433,17.742
14541,53235,50.735,7.755,10.125,17.2,32.185,54.111,17.464,13.594,34.224,7.016,5.193,17.875,25.134,18.755,19.692,14.925
9421,68595,0.92,1.757,1.486,1.406,2.459,3.524,1.013,5.918,1.531,3.548,1.695,9.022,1.732,1.545,10.438,18.854
30925,66547,46.606,7.319,6.344,17.904,14.783,19.603,20.373,13.786,32.754,6.56,3.5,18.925,11.775,4.495,23.988,14.303
16589,24563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.266,6.265,3.774,18.186,16.616,17.056,21.205,16.723
50381,8179,0.151,0.643,0.499,0.375,0.847,1.126,0.29,2.198,9.216,1.03,1.982,3.56,7.245,0.774,2.383,10.745
25805,47091,35.086,7.902,5.507,16.763,12.658,28.715,20.589,14.784,30.042,7.086,3.807,20.088,19.918,27.365,26.277,15.442
40141,14323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.439,4.985,3.948,12.431,10.809,6.64,18.676,12.235
89293,55283,3.144,2.0,1.505,2.374,2.507,3.285,2.154,6.426,6.717,1.923,2.095,2.502,2.432,-0.633,-0.512,10.308
54477,23539,39.167,4.73,4.49,8.061,8.511,7.429,9.153,9.198,33.799,4.097,3.753,9.813,14.252,3.845,11.316,11.51
80077,69619,33.563,3.737,2.928,7.04,4.967,5.67,7.433,9.239,25.285,5.098,2.877,13.398,8.358,-1.484,13.083,18.882
20685,77811,22.18,6.007,3.826,14.441,9.06,26.233,15.549,12.407,18.489,6.16,2.636,16.955,8.644,6.598,17.813,15.749
17613,40947,19.522,5.613,3.781,15.649,10.413,21.284,15.733,11.813,31.03,6.791,2.855,21.576,14.683,14.616,29.466,18.193
48333,66547,23.489,7.398,4.786,16.643,12.531,30.413,21.581,14.494,29.301,10.697,3.142,23.284,13.158,11.138,39.486,28.722
44237,15347,0.821,1.683,1.386,1.305,2.371,3.215,0.908,5.682,11.053,2.076,2.915,4.382,10.196,0.7,3.996,12.271
10445,74739,0.618,1.737,1.459,1.184,2.318,2.836,0.752,5.627,5.35,1.944,1.902,3.739,3.094,-2.803,3.081,11.332
42189,45043,24.276,8.056,5.27,15.915,12.312,33.195,19.118,14.763,22.428,7.019,3.687,19.05,13.917,20.571,25.167,14.085
