x,y,real_dapi,real_foxp3,real_cd19,real_cd68,real_cd4,real_cd3,real_cd8,real_sampleaf,fake_dapi,fake_foxp3,fake_cd19,fake_cd68,fake_cd4,fake_cd3,fake_cd8,fake_sampleaf
30925,54259,44.222,5.298,4.483,9.878,7.485,5.614,10.723,9.395,36.271,5.525,2.954,12.466,7.658,-1.416,15.512,14.651
46285,60403,23.696,6.37,4.758,13.112,12.859,25.456,17.153,11.573,27.657,7.549,2.925,16.14,12.633,20.427,29.327,16.522
16589,58355,21.133,6.942,5.105,18.65,12.053,27.953,15.131,14.406,15.695,7.515,3.104,26.632,9.349,7.531,25.213,20.252
12493,59379,31.992,6.418,6.556,20.242,15.479,28.549,15.682,13.492,21.215,7.966,3.443,26.461,12.338,12.252,33.092,25.041
26829,35827,22.555,7.219,3.922,15.658,9.068,28.064,18.433,13.728,28.766,7.924,2.895,19.516,10.707,16.078,29.438,18.253
73933,48115,32.342,8.263,4.875,15.04,8.953,26.791,18.876,15.491,30.021,8.23,3.508,20.122,9.28,7.254,30.457,15.222
12493,71667,16.736,2.751,2.189,4.801,3.421,7.972,5.074,7.534,45.354,7.381,3.19,27.133,11.326,12.72,44.013,27.455
28877,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.025,4.238,3.242,11.394,11.332,2.833,16.212,10.448
25805,54259,31.518,5.925,4.225,13.66,8.005,13.19,13.586,11.623,33.449,7.311,2.994,18.51,15.929,18.457,24.255,20.796
35021,41971,21.62,7.431,4.463,15.044,10.17,24.918,19.005,14.198,20.882,10.026,2.791,12.491,14.708,16.632,32.372,26.792
50381,58355,23.744,7.227,4.815,17.359,12.749,29.647,18.567,13.213,18.434,6.129,2.969,17.387,10.994,8.643,22.442,11.688
79053,51187,26.66,8.796,4.614,15.24,8.34,28.541,20.281,17.117,19.9,7.009,2.952,14.513,8.607,8.32,19.686,11.382
14541,49139,46.145,6.503,7.368,15.608,20.458,34.658,12.613,13.088,39.089,6.732,4.395,19.597,21.113,20.641,21.158,16.981
48333,39923,44.441,7.414,4.884,12.762,12.363,23.537,18.484,13.434,36.629,6.207,4.002,14.183,15.727,5.918,22.6,12.072
28877,58355,38.612,4.799,4.396,13.16,6.569,5.554,10.483,9.56,26.232,7.466,2.747,18.882,8.162,6.854,31.582,27.622
54477,50163,24.186,7.775,4.776,14.562,11.709,27.037,17.354,14.001,24.804,6.615,3.162,15.994,9.035,26.62,21.578,11.33
52429,11251,2.054,1.871,1.622,1.98,2.926,5.893,1.763,6.088,10.648,1.981,2.851,4.853,9.94,2.036,4.876,11.505
57549,39923,25.252,7.228,4.431,13.27,13.84,26.496,16.226,13.379,24.848,6.397,3.567,15.817,17.436,13.47,22.621,13.484
75981,68595,27.247,7.306,5.109,14.546,7.723,33.971,17.956,15.028,23.927,8.26,3.339,18.434,9.855,11.089,26.894,20.71
54477,32755,31.246,7.647,5.156,18.828,13.328,30.245,17.871,14.7,28.91,6.216,4.02,17.486,17.66,9.529,21.49,11.578
31949,20467,0.298,1.287,1.05,0.8,1.737,2.12,0.371,4.307,8.935,1.821,2.169,2.922,5.917,-1.786,3.014,12.016
63693,54259,24.467,8.405,5.172,16.757,12.085,31.505,18.513,15.095,16.058,6.361,3.016,14.099,9.701,9.434,16.231,9.889
81101,31731,35.817,7.535,2.545,12.837,5.248,16.621,17.771,15.653,30.308,5.574,2.354,12.175,6.848,7.712,15.924,9.701
57549,69619,31.615,4.192,3.431,10.01,6.152,5.338,8.776,9.109,32.179,6.618,2.767,16.37,10.316,-1.416,20.286,21.59
27853,77811,23.075,7.372,4.546,17.666,9.147,29.489,19.479,14.758,20.887,9.116,2.911,20.712,7.16,10.659,29.585,23.584
27853,48115,23.902,6.352,4.394,15.452,10.406,28.988,17.414,12.838,25.42,5.833,3.36,19.647,16.84,26.269,23.292,14.45
52429,38899,58.013,8.217,6.775,14.459,16.634,22.676,20.581,14.343,44.925,7.197,4.918,16.339,17.125,9.464,27.243,13.576
50381,49139,32.99,7.712,4.853,16.019,12.98,28.236,19.386,14.167,25.805,8.481,3.018,17.704,9.901,8.006,24.888,20.037
17613,56307,26.255,8.022,5.302,19.648,12.198,24.968,18.621,16.434,28.525,7.374,3.346,22.266,11.925,18.018,26.287,14.992
77005,61427,34.693,6.69,4.279,12.796,7.304,20.907,15.607,13.703,27.33,6.647,3.583,17.968,10.736,8.25,20.148,17.41
15565,67571,43.188,6.464,6.688,19.596,15.878,24.618,17.503,13.484,22.481,4.393,3.917,17.054,12.891,8.467,22.062,9.005
19661,9203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.367,4.282,2.826,7.9,7.007,7.588,10.826,10.101
69837,60403,32.634,7.544,4.919,14.639,8.946,22.165,17.271,14.688,35.556,7.929,4.984,18.467,11.783,10.873,24.405,17.197
26829,68595,33.458,8.138,6.317,22.267,15.41,26.473,22.44,15.86,19.611,6.423,3.581,21.479,12.073,6.752,27.718,12.202
44237,21491,32.045,5.042,8.693,14.788,12.238,14.696,11.055,10.644,28.252,4.627,5.891,15.784,17.344,6.075,15.155,12.925
50381,26611,39.816,4.447,4.404,7.727,8.64,6.373,8.531,8.577,34.476,3.708,3.261,9.749,9.536,-1.239,9.281,10.591
11469,46067,1.682,1.703,1.464,1.541,2.776,3.822,1.088,5.836,12.564,2.587,2.385,6.453,5.134,5.949,3.482,13.765
63693,14323,19.262,6.635,3.181,10.808,5.315,30.535,15.545,14.489,20.062,5.529,3.072,13.131,9.673,12.991,18.739,11.798
52429,33779,37.078,7.476,5.63,13.797,13.506,29.104,17.225,13.873,32.186,6.243,4.315,13.731,14.812,9.594,21.189,12.268
70861,32755,25.577,7.11,4.288,13.268,9.297,31.388,17.13,14.087,26.502,6.132,3.792,13.976,12.496,13.053,21.976,12.536
84173,41971,28.509,5.436,2.764,9.272,5.255,10.183,11.189,11.634,19.056,5.486,2.243,10.325,5.821,0.674,10.796,14.931
46285,26611,33.686,4.282,4.162,10.802,8.18,6.439,8.891,8.961,30.441,4.148,3.571,11.13,10.318,2.632,10.862,11.921
19661,14323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.146,6.759,2.835,18.048,10.202,20.245,22.604,15.951
32973,16371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.629,4.591,3.583,12.512,11.592,2.409,16.702,11.569
32973,71667,23.03,6.094,4.547,18.202,9.952,24.803,17.09,12.457,17.682,6.784,2.873,19.381,9.434,7.366,20.829,20.295
39117,36851,34.429,9.125,4.532,16.876,10.518,26.213,23.576,17.848,23.629,10.63,2.664,11.575,10.68,11.836,36.07,26.423
57549,70643,28.952,4.136,3.388,9.609,6.33,5.233,8.486,8.836,29.046,9.423,2.444,15.774,13.676,-0.235,30.199,32.747
41165,63475,29.769,4.757,3.628,9.34,6.021,6.233,9.724,9.565,29.118,9.221,2.281,17.935,10.384,9.683,34.931,30.531
59597,49139,24.446,7.51,4.872,14.194,13.35,30.163,16.676,13.541,21.79,6.507,3.096,15.192,9.988,9.125,21.718,11.074
73933,12275,0.96,1.671,1.313,1.258,2.22,3.234,0.966,5.629,10.078,1.808,2.836,5.17,7.729,0.836,1.687,11.021
65741,40947,34.074,9.636,3.893,16.205,10.517,12.382,23.246,19.918,29.66,7.805,4.119,18.357,18.983,5.351,29.626,12.845
23757,10227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.077,5.712,3.844,15.957,10.909,11.299,17.76,14.293
50381,60403,41.393,7.447,6.022,17.083,13.855,20.303,19.526,13.33,40.553,8.175,3.806,21.03,19.168,19.357,28.571,18.929
53453,54259,25.148,7.422,4.92,15.54,13.757,30.873,18.344,13.605,21.27,8.338,3.2,17.609,11.212,8.725,25.265,20.816
39117,45043,37.792,10.969,6.008,19.386,11.962,24.618,27.696,21.341,29.155,8.522,3.922,18.933,13.61,8.177,32.338,11.94
17613,59379,23.046,7.235,5.267,20.749,12.741,25.436,16.728,15.086,15.512,8.052,3.021,21.102,10.429,13.424,32.711,22.767
9421,62451,38.228,8.143,4.928,25.324,13.6,21.856,22.562,18.764,25.305,7.758,2.928,24.783,11.756,10.663,26.416,16.152
50381,40947,56.345,9.01,7.527,13.279,29.379,35.736,21.066,13.902,42.091,7.223,4.814,14.388,30.453,14.734,26.442,11.995
33997,12275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.175,5.115,3.127,11.386,11.679,4.45,17.415,12.062
56525,61427,45.522,7.663,5.005,17.032,11.491,18.805,19.395,14.015,36.489,8.498,3.168,20.936,17.856,4.259,32.98,20.774
26829,31731,22.341,3.955,2.983,12.927,6.076,12.341,10.053,8.505,25.558,4.544,2.598,17.207,11.61,8.755,20.004,15.638
12493,70643,14.541,2.819,2.272,5.365,4.093,8.055,5.458,7.622,52.183,8.678,4.871,30.505,16.364,10.705,62.207,31.415
64717,37875,30.115,7.292,4.491,14.05,11.764,29.243,16.89,14.041,28.406,5.927,4.155,16.148,17.067,11.984,21.06,11.656
29901,50163,27.057,7.362,4.67,17.757,11.243,25.703,19.591,14.59,28.065,6.208,3.648,20.091,21.386,6.809,26.034,13.348
11469,17395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.506,8.545,2.566,18.058,11.161,1.959,29.974,19.715
61645,67571,29.621,4.0,3.835,8.384,5.937,4.509,7.978,8.627,25.484,5.224,2.924,15.558,7.392,-0.987,14.18,18.49
55501,21491,37.356,4.857,4.452,8.531,7.889,7.384,9.926,9.353,31.552,3.999,3.706,9.399,12.229,1.185,12.899,10.765
36045,19443,0.111,0.454,0.361,0.26,0.597,0.753,0.151,1.476,8.537,1.117,1.815,2.233,5.146,-3.05,1.885,11.254
35021,66547,19.742,6.59,5.051,22.164,11.35,26.813,18.771,13.69,21.386,9.219,2.948,23.151,12.369,7.278,25.468,22.861
53453,23539,37.703,4.833,4.513,8.677,9.267,7.575,9.679,9.318,31.469,4.052,3.863,11.066,14.56,3.335,11.981,11.155
10445,49139,28.078,5.894,4.892,15.416,12.684,29.322,13.84,13.205,29.24,6.085,3.495,18.965,15.317,20.663,22.522,16.106
70861,53235,29.907,8.204,4.321,15.721,9.355,27.035,18.893,15.575,20.183,7.428,3.084,18.438,9.288,7.752,20.724,16.114
69837,14323,26.586,6.542,2.55,11.485,4.253,13.396,16.389,15.085,24.577,5.299,3.437,13.039,11.916,5.905,19.2,11.362
19661,44019,21.349,6.944,4.343,14.87,10.829,27.704,15.228,14.898,21.152,5.912,3.401,15.391,10.66,11.214,17.209,12.405
27853,23539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.749,6.308,3.666,17.591,11.053,10.831,22.107,16.285
47309,68595,33.71,7.424,4.537,17.075,12.43,24.573,19.678,14.253,30.893,8.393,3.194,23.55,13.909,8.023,29.85,21.476
45261,61427,30.305,6.354,4.683,13.645,11.737,20.012,15.876,11.864,32.115,6.602,3.095,17.992,12.795,16.147,22.685,15.409
47309,61427,23.149,6.27,4.669,15.395,12.532,27.044,17.056,11.904,33.281,9.308,2.912,22.352,18.735,20.697,34.425,24.109
72909,34803,26.302,7.455,4.014,13.087,9.175,27.194,17.614,14.498,25.46,5.958,3.627,13.566,17.606,7.969,21.881,11.277
27853,37875,24.713,7.622,4.224,14.7,10.119,30.211,19.843,14.339,25.286,6.671,3.357,18.331,15.571,20.084,26.45,14.373
27853,60403,38.663,5.382,4.866,12.618,7.403,6.156,11.677,10.229,28.052,6.174,2.922,14.822,6.305,-0.883,16.407,18.697
33997,29683,23.562,7.673,4.309,16.644,8.244,29.913,19.239,15.297,26.639,8.403,3.04,21.16,14.107,12.943,35.596,19.377
58573,61427,32.964,5.043,3.739,10.441,6.355,6.361,10.358,9.954,33.624,7.911,2.674,15.24,12.428,-1.408,22.355,23.491
82125,40947,32.751,5.463,2.979,9.629,5.752,6.813,10.387,11.126,20.511,5.881,2.964,12.002,4.745,7.703,13.418,16.307
31949,5107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.624,4.218,3.122,10.209,9.994,3.407,13.521,10.532
25805,72691,37.595,8.239,4.992,18.835,14.121,28.61,22.365,15.957,23.758,8.488,2.927,19.107,10.925,17.471,31.229,20.736
57549,68595,32.882,4.653,3.412,11.52,5.471,5.29,10.362,10.529,25.487,5.304,2.716,16.225,8.094,-1.377,14.353,17.534
40141,59379,26.702,4.96,3.616,10.387,6.493,7.108,10.44,10.115,24.07,5.701,2.489,13.924,7.558,0.896,14.892,17.17
70861,38899,26.899,8.661,4.623,15.123,10.228,28.39,20.893,16.751,25.539,6.665,3.294,15.226,10.93,9.265,21.584,10.93
42189,20467,25.678,5.649,5.146,19.521,9.329,13.815,13.791,12.373,23.929,4.733,3.783,18.471,12.107,2.388,16.624,11.524
7373,4083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.706,5.732,2.644,10.731,5.873,14.418,9.264,10.22
53453,58355,38.777,7.557,4.616,13.663,9.366,10.783,19.421,14.645,29.526,6.546,3.242,15.932,9.66,0.872,22.857,13.294
48333,46067,30.212,8.013,5.193,16.046,14.002,31.004,19.34,14.455,27.763,6.413,3.622,17.007,13.281,9.092,21.452,11.087
67789,64499,36.968,4.421,4.048,8.807,5.498,5.503,8.137,8.934,34.509,6.598,3.108,13.893,9.187,11.108,13.638,21.696
52429,16371,23.523,4.401,3.658,7.545,6.634,8.646,10.066,9.746,24.149,3.972,3.708,8.973,11.606,3.234,14.258,12.01
26829,54259,41.368,5.29,4.531,11.654,7.555,6.516,11.18,9.95,39.349,6.127,3.195,16.763,14.932,15.864,18.924,18.129
40141,20467,7.295,2.56,2.49,5.793,4.698,6.047,3.904,7.1,12.373,2.503,2.679,6.593,8.663,-0.969,6.428,11.176
63693,38899,25.038,7.71,4.706,13.443,14.654,34.071,17.538,13.871,25.477,6.437,3.346,13.184,13.788,11.785,18.194,10.874
17613,33779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.167,6.09,3.063,17.636,15.582,18.873,8.079,15.846
56525,55283,23.801,7.72,5.051,15.565,13.108,29.837,18.018,13.996,15.131,7.449,3.047,15.059,10.386,17.518,24.43,18.358
54477,74739,35.012,5.594,2.989,12.262,6.747,5.281,12.126,11.654,27.962,6.064,2.61,17.079,11.924,0.337,17.038,18.262
62669,58355,38.308,5.847,4.262,9.01,7.051,6.349,8.629,9.163,34.303,8.02,2.981,13.616,7.878,0.926,17.954,21.902
73933,30707,39.531,7.735,4.399,13.652,9.315,27.446,19.008,15.059,32.45,6.06,3.769,15.105,15.96,11.353,22.178,11.052
28877,9203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.327,4.567,3.028,11.408,9.938,3.308,14.89,10.466
86221,67571,0.517,1.167,0.96,0.865,1.852,2.271,0.628,4.51,29.484,8.086,2.871,21.242,10.591,-0.294,34.217,37.427
60621,54259,23.269,7.735,4.735,15.303,11.609,29.418,16.985,14.122,14.185,5.733,2.957,14.862,12.516,13.981,23.989,10.567
9421,48115,5.416,2.304,2.012,3.843,4.876,8.141,3.088,6.507,5.097,1.508,1.875,4.122,7.794,0.608,-2.096,8.588
14541,47091,49.353,6.9,9.707,16.482,21.281,28.728,13.328,13.822,40.316,6.789,5.489,20.098,23.102,24.858,20.826,16.583
51405,26611,35.101,4.58,3.321,8.701,6.487,6.252,9.552,10.079,32.305,3.799,3.247,10.46,11.994,-1.752,11.826,10.675
48333,58355,38.259,7.389,5.32,16.062,12.766,25.82,19.548,13.138,26.096,6.309,3.122,15.889,12.199,6.772,22.523,12.501
47309,11251,0.385,1.21,1.001,0.7,1.527,2.013,0.416,3.801,10.462,1.814,2.194,4.035,6.481,2.18,5.007,12.146
69837,70643,128.863,14.012,8.146,39.369,14.717,15.253,39.742,27.332,82.119,13.579,4.651,39.28,20.634,3.281,51.7,24.537
22733,11251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.34,5.767,3.448,16.595,10.33,8.984,21.306,14.312
31949,10227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.778,5.641,3.055,13.256,6.633,7.3,23.819,12.653
25805,18419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.745,5.226,3.6,13.483,10.094,8.46,20.804,12.823
54477,44019,60.513,9.152,7.241,14.822,18.042,23.095,22.626,15.149,45.816,7.55,4.991,16.294,19.849,9.187,27.756,12.167
16589,14323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.644,8.055,3.151,18.932,10.066,13.139,25.889,19.065
32973,9203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.243,5.17,3.196,12.269,8.0,6.46,20.395,11.868
73933,44019,39.219,5.526,4.503,9.291,6.661,7.118,10.776,10.193,27.379,6.666,2.666,13.78,7.628,6.783,15.374,18.452
44237,27635,22.659,6.675,4.55,15.837,10.316,28.258,17.678,14.187,22.864,6.096,3.619,16.058,11.046,11.634,25.666,13.184
50381,45043,27.871,8.075,4.904,16.578,14.696,31.017,19.258,14.797,21.675,10.498,2.904,19.19,13.266,19.298,30.172,27.057
63693,11251,15.805,5.252,2.654,8.199,4.654,39.029,11.787,11.723,17.645,4.347,2.868,10.274,8.37,15.959,13.855,10.904
44237,61427,26.365,7.042,5.21,17.744,13.263,24.785,18.059,13.222,26.023,6.59,3.307,20.689,14.106,7.422,22.312,14.126
35021,58355,41.622,5.166,4.687,9.183,7.38,5.104,10.074,9.075,27.411,7.074,2.849,13.567,7.275,6.738,23.202,25.038
75981,56307,33.049,10.522,4.881,18.194,8.413,25.999,24.585,21.067,26.398,9.55,3.1,19.571,8.229,7.437,26.755,15.162
20685,48115,18.46,6.781,4.557,16.016,9.611,26.021,14.754,14.767,20.568,6.06,3.653,18.732,14.446,15.209,18.49,14.492
35021,29683,24.805,7.6,4.197,15.82,8.697,30.191,19.252,15.353,26.713,7.298,3.271,19.635,14.175,15.223,29.874,16.122
10445,34803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.779,3.776,2.948,7.266,7.946,5.016,8.955,9.462
15565,10227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.352,7.043,2.846,17.348,9.41,16.796,22.15,16.831
12493,38899,0.072,0.301,0.24,0.179,0.415,0.574,0.112,1.062,11.733,2.266,1.52,6.42,4.329,5.949,6.871,16.399
53453,11251,14.718,3.996,3.5,9.265,6.533,22.896,10.219,9.571,17.418,3.486,3.907,12.352,13.614,8.986,14.569,11.541
65741,71667,32.288,3.679,4.072,13.616,5.637,5.1,8.27,9.003,25.987,7.088,2.901,17.78,9.619,-0.72,20.151,26.922
38093,61427,41.623,5.441,4.574,9.724,8.183,5.526,10.848,9.284,35.068,6.806,2.944,14.196,13.088,-1.087,18.627,19.021
46285,55283,25.863,7.042,5.133,15.061,11.952,29.287,17.874,12.774,23.821,7.294,3.137,20.004,11.025,9.014,23.801,17.154
46285,63475,43.165,6.775,6.738,14.423,16.665,24.381,18.664,11.701,44.631,10.773,3.695,21.364,23.021,6.284,39.115,27.509
58573,26611,22.842,7.018,4.921,11.836,13.5,37.915,16.523,13.626,24.382,5.804,4.024,12.101,18.016,18.938,18.554,11.486
21709,36851,41.696,5.763,3.863,16.979,11.817,18.664,18.765,10.788,42.785,6.768,3.184,21.061,12.655,9.004,28.351,17.922
15565,30707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.857,7.178,2.738,17.229,10.385,15.841,24.395,17.02
47309,22515,34.385,3.995,3.805,8.4,7.337,6.019,8.052,8.859,33.552,3.775,3.794,9.94,13.252,0.658,10.513,11.862
64717,71667,35.886,3.689,4.451,8.442,6.55,4.807,8.035,8.408,26.764,5.044,3.207,13.31,9.157,-0.218,14.578,19.126
33997,16371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.73,4.515,3.24,11.091,12.06,2.359,16.164,11.159
66765,32755,26.103,6.925,4.338,12.666,10.124,32.627,15.879,13.297,26.384,5.823,3.851,13.608,13.9,13.915,17.865,11.862
43213,65523,37.043,6.854,5.632,15.881,12.735,19.456,17.833,12.899,33.269,8.102,3.473,21.002,17.662,3.806,32.452,21.818
82125,59379,28.578,4.686,3.084,9.723,4.003,5.689,9.431,10.823,23.945,5.474,3.475,14.995,12.369,1.566,14.141,18.523
75981,40947,37.921,5.473,3.957,8.383,6.669,7.204,9.947,9.821,17.945,2.747,2.575,4.141,6.781,8.683,8.972,5.859
22733,33779,1.19,1.716,1.396,1.419,2.381,3.307,1.007,5.647,17.09,3.814,1.891,8.045,6.425,5.121,9.818,17.263
67789,27635,32.242,6.405,4.27,12.453,9.669,27.236,15.791,12.903,29.93,5.564,3.956,13.122,11.791,10.985,17.952,12.159
35021,57331,42.389,5.636,4.605,9.465,7.882,5.154,10.945,9.845,30.918,6.713,2.893,14.265,6.709,-2.22,17.015,19.924
19661,55283,45.68,7.656,6.779,18.654,14.318,25.147,22.066,14.333,39.276,8.543,3.83,23.318,18.144,7.017,30.832,20.683
67789,40947,46.941,8.523,5.423,13.396,14.96,29.084,21.048,15.013,23.196,4.926,3.318,8.946,14.283,15.935,29.734,5.83
41165,75763,20.915,6.295,4.652,16.611,9.783,27.228,17.437,12.213,18.96,7.166,3.181,19.645,10.881,7.904,25.162,21.049
31949,59379,35.939,4.831,4.553,11.738,6.523,5.104,10.052,9.046,27.362,6.856,2.777,14.158,5.195,2.578,17.55,20.912
80077,55283,34.287,9.154,4.444,15.695,7.31,28.624,21.964,18.323,28.137,7.948,3.642,18.342,9.063,8.57,25.453,14.352
32973,28659,29.798,8.133,5.277,18.089,8.462,28.101,20.463,15.071,32.1,8.934,3.443,22.983,14.559,13.063,36.698,20.119
53453,37875,48.191,6.855,4.858,12.355,13.156,16.365,15.973,12.702,39.105,6.255,4.063,15.801,17.616,8.069,22.263,13.987
35021,34803,19.94,7.913,4.368,15.849,9.162,28.603,19.467,16.027,29.124,8.961,2.914,20.83,15.498,13.128,35.792,19.337
88269,66547,0.631,1.452,1.193,1.049,2.223,2.754,0.785,5.448,7.397,3.405,2.362,12.224,5.549,-0.531,5.146,17.979
18637,63475,40.256,7.474,7.311,20.745,16.24,28.524,21.206,15.228,23.885,6.625,3.911,21.166,13.055,11.782,32.167,15.348
60621,71667,30.048,3.79,2.895,7.997,4.587,4.322,7.462,8.784,23.78,5.01,2.784,15.684,9.127,0.636,12.792,18.863
31949,15347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.114,4.841,3.083,10.679,10.667,2.881,15.303,10.982
40141,11251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.02,4.58,3.615,11.416,11.196,3.382,16.985,11.12
19661,46067,26.9,6.398,4.625,16.829,10.431,27.293,14.339,13.774,26.959,6.278,3.312,20.157,14.142,23.055,20.997,16.132
35021,60403,42.672,5.193,4.809,10.762,7.306,5.168,10.865,9.312,42.751,9.626,3.166,16.862,9.993,-0.334,25.081,28.111
23757,30707,0.614,1.603,1.275,1.082,2.23,2.801,0.742,5.561,16.859,4.307,1.713,7.611,7.152,7.225,12.292,18.767
70861,55283,21.461,6.871,4.197,12.082,8.421,29.295,15.364,13.422,22.121,6.958,3.351,15.794,13.726,8.255,19.792,17.093
65741,34803,26.302,7.468,4.809,13.934,11.047,29.516,17.818,14.389,27.12,6.565,4.23,16.99,13.999,11.89,25.228,13.314
63693,72691,36.945,3.737,4.395,10.341,6.38,5.134,8.512,8.84,28.203,5.158,3.473,15.92,9.312,0.933,14.364,19.444
77005,23539,36.236,6.068,2.767,10.185,4.729,16.741,13.735,12.839,29.671,4.731,2.43,9.474,6.219,4.897,12.948,9.877
63693,57331,24.223,5.647,3.441,10.866,6.943,12.424,11.876,11.244,28.624,6.632,2.787,14.987,8.967,16.514,18.691,16.557
16589,3059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.442,5.123,3.452,12.348,7.971,8.47,13.942,11.742
55501,32755,26.784,8.106,5.36,27.139,13.695,33.253,19.042,15.752,27.333,6.799,4.056,24.263,14.376,11.094,23.154,12.135
72909,45043,34.338,7.03,4.707,13.377,9.53,23.175,16.338,13.254,25.875,7.467,2.873,16.78,7.485,5.275,22.457,16.202
43213,27635,34.786,6.946,4.728,15.399,10.61,25.33,18.125,14.242,31.264,6.168,3.654,15.067,11.503,6.644,22.692,12.624
15565,11251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.03,6.769,2.833,17.608,9.481,18.215,22.346,16.104
30925,65523,37.906,6.14,4.827,17.009,11.44,14.146,15.061,12.406,18.773,3.699,2.867,15.282,8.838,8.643,21.43,7.873
32973,65523,36.966,5.861,4.656,16.815,9.214,12.2,14.686,12.091,27.799,11.189,2.626,13.244,12.053,10.307,34.185,37.132
11469,37875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.675,6.397,3.016,17.538,10.82,13.357,22.525,16.186
40141,44019,24.779,7.23,5.007,13.356,10.976,27.934,16.847,13.37,20.282,7.373,3.157,14.941,11.831,8.8,19.825,18.824
25805,52211,43.785,7.459,6.97,20.03,15.023,25.476,19.476,13.91,38.157,6.394,4.36,21.409,22.999,6.5,26.109,13.262
87245,46067,22.258,9.276,3.954,15.797,7.449,32.647,22.016,19.06,22.581,8.544,3.003,17.789,5.697,11.296,25.193,14.007
55501,10227,13.821,3.526,2.791,6.679,4.491,16.991,7.541,8.637,16.519,3.22,2.795,8.987,8.015,6.886,11.803,11.121
19661,45043,22.058,6.438,4.769,15.924,11.134,29.164,14.278,13.699,24.279,6.272,3.378,19.668,15.416,21.584,21.814,15.865
35021,31731,25.979,7.682,4.473,16.887,9.938,26.967,19.643,15.277,27.404,6.74,3.333,19.331,12.015,12.513,25.845,13.128
33997,13299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.625,5.117,3.083,10.227,11.846,3.758,16.766,11.478
29901,24563,0.203,0.892,0.721,0.552,1.213,1.545,0.375,2.902,11.918,2.095,2.317,6.534,10.74,2.402,5.656,14.747
18637,42995,41.763,7.888,4.481,16.382,15.291,28.677,17.941,15.953,38.853,7.422,3.465,19.357,14.208,16.02,24.258,14.749
24781,49139,32.567,6.645,4.789,16.159,10.593,21.796,16.762,13.724,28.353,5.807,3.607,19.426,17.644,22.42,21.887,14.027
22733,57331,23.869,7.498,5.221,19.031,13.62,32.858,20.294,14.58,16.981,8.338,3.163,20.132,10.958,18.552,28.197,22.978
62669,24563,28.287,6.601,4.624,13.152,10.323,31.104,15.759,12.972,27.491,5.528,3.756,13.327,14.513,11.363,19.0,11.375
13517,17395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.377,8.186,2.886,19.295,10.614,9.141,30.258,18.61
84173,46067,47.062,7.93,3.958,13.516,7.161,15.916,17.536,15.918,35.693,7.526,2.782,15.305,6.168,3.835,19.663,13.543
59597,21491,29.31,6.577,4.684,12.299,10.749,30.246,15.916,13.293,26.497,5.381,3.638,12.997,13.953,9.826,18.734,11.102
62669,66547,32.473,4.11,4.228,8.686,5.893,4.629,8.093,8.539,31.523,5.599,3.445,14.79,8.644,13.049,12.747,19.196
64717,65523,39.084,4.385,4.616,7.938,7.4,5.031,7.799,8.175,32.563,6.873,3.074,13.473,9.309,0.98,16.872,23.641
9421,71667,0.572,1.728,1.461,1.177,2.338,3.031,0.903,5.775,3.236,1.911,1.849,3.324,2.656,-2.432,2.438,11.407
28877,16371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.001,4.658,3.165,12.202,11.585,5.469,15.538,11.1
70861,39923,23.099,8.127,4.237,14.429,9.597,28.274,19.133,15.998,21.407,6.138,2.922,13.109,10.781,9.209,19.298,9.838
26829,26611,0.372,1.662,1.285,1.002,2.227,2.828,0.77,5.544,11.915,2.595,2.103,6.985,9.35,5.536,7.224,14.41
